id,title,year,source,query,run_date,stage,decision,reason,type,era,evidence_kind,screener1,screener2,category
s2:6071b59511fbaa9e5efeb089505ebfc569a869aa,"Communications and multimedia security : 10th IFIP TC-6 TC-11 International Conference, CMS 2006, Heraklion, Crete, Greece, October 19-21, 2006 : proceedings",2006,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Conference proceedings volume, not a specific research record on anti-automation",,,,exclude,exclude,-
doi:10.1109/ICBCTIS64495.2024.00046,Research and Practice of Intelligent Correlation Technology for Web Attack Tracing by Integrating RASP and Browser Fingerprinting,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Fingerprinting for attacker tracing, not bot detection",,,,exclude,include,-
s2:60cf16e9f140c246f20b665a49a130206c81d576,Evaluation of Ergonomically Designed CAPTCHAs using Deep Learning Technology,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,adjudicated: Title only; deep-learning evaluation of CAPTCHA designs,CAPTCHA,,,include,exclude,A
doi:10.1145/3584974,Breaking Captcha System with Minimal Exertion through Deep Learning: Real-time Risk Assessment on Indian Government Websites,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates deep learning CAPTCHA solvers attacking government website CAPTCHAs,CAPTCHA,,,include,include,A
doi:10.1609/aaai.v39i2.32128,MI-CAPTCHA: Enhance the Security of CAPTCHA Using Mooney Images,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Peer-reviewed evaluation of a novel image-CAPTCHA scheme tested against solvers and humans,CAPTCHA,,,include,include,M
doi:10.1109/ICWS72778.2026.00143,Veriflood Attack: Exploiting Mandatory CAPTCHA Verification Into a Flooding Primitive,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"adjudicated: Attack abusing CAPTCHA token verification; measured on 45 sites, five providers",CAPTCHA,,,exclude,include,A
doi:10.1109/ICC.2017.7996831,Malicious URL sequence detection using event de-noising convolutional neural network,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Proxy-log/network-traffic malware detection, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.1109/ICICS.2011.6174239,Sequence-based bot detection in massive multiplayer online games,2011,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Bot detection in online games, not web anti-automation; outside web scope",,,,exclude,exclude,-
doi:10.3390/s23239487,Deep Learning Based CAPTCHA Recognition Network with Grouping Strategy,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,"both screeners: Evaluates CNN-based attack on text CAPTCHAs, an anti-automation mechanism.",CAPTCHA,,,include,include,A
doi:10.1080/02522667.2019.1639945,Bot detection by monitoring and grouping domain name server record response queries in DNS traffic,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Network-traffic/DNS botnet detection, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.2139/ssrn.3890545,Not Similar to Cookies: Device and Browser Fingerprinting as Sensitive Personal Data,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Legal/privacy analysis of fingerprinting for tracking, not bot detection or anti-automation",,,,exclude,exclude,-
doi:10.1109/ICAECCS56710.2023.10104646,Multi-input BiLSTM deep learning model for social bot detection,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot account detection, not client-side web anti-automation",,,,exclude,exclude,-
s2:64acf5f7969f0054ba843c89316ab2b8a71b3219,private computing device data storage fully distributes hostile environment,2012,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Title unrelated to anti-automation; no abstract or evidence of relevance,,,,exclude,exclude,-
doi:10.1007/978-981-10-7895-8_8,Rotation Invariant Digit Recognition Using Convolutional Neural Network,2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Generic digit recognition; no CAPTCHA or web anti-automation context,,,,exclude,exclude,-
doi:10.1109/SPW53761.2021.00061,A Low-Cost Attack against the hCaptcha System,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated ML attack solving hCaptcha image challenges with high accuracy,CAPTCHA,,,include,include,A
doi:10.3390/s25113549,CB-MTE: Social Bot Detection via Multi-Source Heterogeneous Feature Fusion,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot detection from posts/graphs, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/CW52790.2021.00054,Effectiveness of Decoder Transformer Network in breaking Low-resource Real-time text Captcha System,2021,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates transformer-based ML attack solving real-time text CAPTCHAs of government websites,CAPTCHA,,,include,include,A
doi:10.1109/IRANIANCEE.2013.6599621,"YAPPTCHA: Yet another picture promoted CAPTCHA with spam stopping, image labeling and SIFT accomplishment",2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Peer-reviewed CAPTCHA design with user study evaluating accuracy and usability,CAPTCHA,,,include,include,M
doi:10.1007/978-3-662-44791-8_11,Encryption Schemes Secure Against Profiling Adversaries,2012,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Cryptography paper on encryption security, unrelated to web anti-automation",,,,exclude,exclude,-
doi:10.1109/ICAECT63952.2025.10958889,Enhanced Security Through Honeywords and Video CAPTCHA: An Innovative Authentication and Tracking Mechanism,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Honeyword and video CAPTCHA proposal; no evaluation reported,,,,exclude,include,-
doi:10.1145/3243734.3243754,Yet Another Text Captcha Solver: A Generative Adversarial Network Based Approach,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates GAN-based automated attack solving text CAPTCHAs across 33 schemes,CAPTCHA,,,include,include,A
doi:10.17721/ists.2025.9.11-17,Social media automated account (bot) detection system architecture,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social media bot account detection from posts, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1007/978-3-030-30215-3_7,Can Today's Machine Learning Pass Image-Based Turing Tests?,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates ML solvers against image CAPTCHAs (image-based Turing tests),CAPTCHA,,,include,include,A
doi:10.31891/2307-5732-2025-359-128,МЕТОДОЛОГІЯ ПАРСИНГУ СТОРІНОК ВЕБ-САЙТІВ ДЛЯ АВТОМАТИЗАЦІЇ ЗБОРУ РІЗНОСТРУКТУРОВАНИХ ДАНИХ,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Web scraping methodology; captchas only mentioned as parsing obstacle, no anti-automation evaluation",,,,exclude,exclude,-
doi:10.3390/medsci14010089,"A Deep Learning Approach for Classifying Benign, Malignant, and Borderline Ovarian Tumors Using Convolutional Neural Networks and Generative Adversarial Networks",2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Medical imaging classification; unrelated to web anti-automation.,,,,exclude,exclude,-
doi:10.3390/s24113481,FedKG: A Knowledge Distillation-Based Federated Graph Method for Social Bot Detection,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from graphs, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/ICDH57206.2022.00034,CaptchaGG: A linear graphical CAPTCHA recognition model based on CNN and RNN,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates CNN-RNN model attacking linear graphical CAPTCHAs with 96% accuracy,CAPTCHA,,,include,include,A
doi:10.1145/3583780.3615468,Detecting Social Bot on the Fly using Contrastive Learning,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot detection from social graphs, not client-side anti-automation",,,,exclude,exclude,-
doi:10.26599/BDMA.2019.9020001,Towards understanding the security of modern image captchas and underground captcha-solving services,2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated attacks on image CAPTCHAs and measures underground solver market,CAPTCHA,,,include,include,A
s2:6e47dc89a4bd5b3836ee52401e5a76100575804e,An efficient approach to online bot detection based on a reinforcement learning technique,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,adjudicated: Title only; no client-side mechanism indicated,,,,exclude,include,-
arXiv:2201.12306,Statistical anonymity: Quantifying reidentification risks without reidentifying users,2022,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Data anonymization/k-anonymity paper; fingerprinting only mentioned as motivation,,,,exclude,exclude,-
doi:10.1145/2539150.2539221,A User-friendly Image-Text Fusion CAPTCHA for Secure Web Services,2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Proposes and evaluates a novel image-text CAPTCHA mechanism for web services,CAPTCHA,,,include,include,M
s2:6fc99547a9adf9e563c504fd0594355062eeddf6,"""I want my money back!"" Limiting Online Password-Guessing Financially",2017,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Server-side financial rate limiting for password guessing, not client-side anti-automation",,,,exclude,exclude,-
doi:10.26634/jmt.13.1.1381,JWTCBT (JSON Web Token Crypto Bcrypt Technique) Based Authentication Scheme for User Authentication,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Authentication scheme proposal; CAPTCHA merely a component, no anti-automation evaluation",,,,exclude,exclude,-
doi:10.1145/2590296.2590298,"A three-way investigation of a game-CAPTCHA: automated attacks, relay attacks and usability",2014,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated and relay attacks against game CAPTCHAs on the web,CAPTCHA,,,include,include,A
doi:10.1109/WCRE.2008.35,Reverse Engineering CAPTCHAs,2008,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Reverse engineers and automatically solves real-world CAPTCHAs with high success rates,CAPTCHA,,,include,include,A
doi:10.1109/ICIT.2016.022,Automated CAPTCHA Generation from Annotated Images Using Encoder Decoder Architecture,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Pure CAPTCHA design proposal; no evaluation of mechanism or attack reported,,,,exclude,exclude,-
doi:10.1145/3292500.3332277,"Optimizing the Wisdom of the Crowd: Inference, Learning, and Teaching",2019,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Crowdsourcing tutorial on annotation aggregation; not client-side anti-automation research,,,,exclude,exclude,-
s2:737cb828ff3724506fc6a9078db796ac555908b1,Effects of Graph Augmentation of Graph Neural Network Twitter Bot Detection Models,,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Social-media bot account detection from graphs, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.21303/2585-6847.2025.004076,Improving the resilience of complex neural networks to attacks using the fast gradient method with adversarial training,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Adversarial training on MNIST; CAPTCHA only mentioned as potential application, not evaluated",,,,exclude,exclude,-
s2:75706b0fdaf05029cae8586515e64637512ff1f9,A New Approach for Labeling Images Using CAPTCHA in Image Semantic Search Engines,2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Uses CAPTCHA for image labeling, not anti-automation mechanism or attack evaluation",,,,exclude,exclude,-
doi:10.59573/emsj.9(5).2025.64,Architectural Approaches to Real-time Bot Detection Within Continuous Delivery Environments,2025,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Server-side bot detection in delivery pipelines, not client-side web anti-automation",,,,exclude,exclude,-
doi:10.1109/ICMCSI67283.2026.11412641,"Engineering a Robust Social Media Bot Detection Model Using Roberta, Time Series Patterns, and Graph Neural Networks",2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Social-media bot account detection from content/graphs; excluded category,,,,exclude,exclude,-
doi:10.1109/TDSC.2025.3641953,Enhancing the Security of Large Character Set CAPTCHAs Using Transferable Adversarial Examples,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates adversarial CAPTCHA defense against deep learning solvers; peer-reviewed.,CAPTCHA,,,include,include,M
s2:774ec118cc6e78feee2b5f74280b482aa177e536,Macroeconomic Analysis of Routing Anomalies,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,both screeners: Routing anomalies/network economics; unrelated to client-side anti-automation,,,,exclude,exclude,-
s2:77525b1ef1f0aa3400583ab17469d426dc28c552,Mitigating Botnet-based DDoS Attacks against Web Servers,2013,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Server-side DDoS mitigation, not client-side anti-automation",,,,exclude,exclude,-
doi:10.1109/MLSD58227.2023.10303955,Application of Advanced Systems of User Identification in APCS Control Subsystems,2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"adjudicated: Browser fingerprinting for user identification, not bot detection",,,,exclude,include,-
doi:10.47772/ijriss.2026.100800329,Development of a Raspberry Pi-Based Secure USB Passthrough System to Mitigate Bad USB Keystroke-Injection Attacks,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: USB BadUSB hardware defense, not web client-side anti-automation",,,,exclude,exclude,-
doi:10.2196/68092,Increasing Rigor in Online Health Surveys Through the Reduction of Fraudulent Data,2024,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Survey fraud prevention synthesis, not web anti-automation mechanism evaluation",,,,exclude,exclude,-
doi:10.1109/ICGCIOT.2018.8753042,NFC Featured Triple Tier ATM Protection,2018,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: ATM authentication proposal, not web client-side anti-automation; no evaluation",,,,exclude,exclude,-
doi:10.1145/3579360,"Introduction to the Special Issue on Advanced Graph Mining on the Web: Theory, Algorithms, and Applications: Part 1",2023,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,exclude,"both screeners: Special issue introduction; social bot detection on graphs, not client-side anti-automation.",,,,exclude,exclude,-
doi:10.48550/arXiv.2605.19538,CaptchaMind: Training CAPTCHA Solvers via Reinforcement Learning with Explicit Reasoning Supervision,2026,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates RL-trained CAPTCHA solver attacking client-side anti-automation challenges,CAPTCHA,,,include,include,A
s2:7b39d9c82f5bf7444d8bf87d949c24293d45fce2,I'm Not a Human: Breaking the Google reCAPTCHA,2016,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include (already cited as [76]),"both screeners: Title indicates attack breaking reCAPTCHA, an automated CAPTCHA solver evaluation",CAPTCHA,pre-VLM,black-box study,include,include,A
doi:10.1007/978-3-030-65610-2_7,Revelio: A Lightweight Captcha Solver Using a Dictionary Based Approach,2020,SemanticScholar,"(""bot mitigation"" | ""bot detection"" | ""anti-automation"" | ""browser fingerprinting"" | CAPTCHA) + (attestation | cost | economics | architecture | ""CAPTCHA solving"" | ""vision-language model"" | VLM | ""web agent"" | ""computer-use agent"" | ""GUI agent"")",2026-09-23,title/abstract,include,both screeners: Evaluates automated CAPTCHA solver attack against client-side challenge mechanism,CAPTCHA,,,include,include,A
